adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,"[16, 12, 28, 14, 10751]",fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire","Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Betterfly, is a superhero. Ladybug and Cat Noir will have to help Betterfly counter the attacks of their evil doubles and prevent them from seizing the Butterfly Miraculous. Can our heroes also help Betterfly make Shadybug and Claw Noir better people?",10.2319,2023-10-21,7.247,607,"['Animation', 'Adventure', 'Action', 'Fantasy', 'Family']"
False,"[28, 12, 10752]",en,The Last Kingdom: Seven Kings Must Die,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",4.0655,2023-04-14,7.247,729,"['Action', 'Adventure', 'War']"
False,"[16, 28, 53, 878]",en,Inception: The Cobol Job,"This ""Inception"" prequel unfolds courtesy of a beautiful Motion Comic, and explains how Cobb, Arthur and Nash were enlisted by Cobol Engineering.",1.0312,2010-12-07,7.247,306,"['Animation', 'Action', 'Thriller', 'Science Fiction']"
False,"[80, 18, 10749]",en,West Side Story,"In the slums of the upper West Side of Manhattan, tensions are high as a gang of Polish-Americans compete against a gang of recently immigrated Puerto Ricans, but this doesn't stop two romantics from each gang falling in love.",3.5963,1961-12-13,7.247,1943,"['Crime', 'Drama', 'Romance']"
False,[18],en,The Old Oak,"A pub landlord in a previously thriving mining community struggles to hold onto his pub. Meanwhile, tensions rise in the town when Syrian refugees are placed in the empty houses in the community.",0.9674,2023-09-29,7.246,350,['Drama']
False,"[18, 10749, 14]",hu,Testről és lélekről,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",0.9043,2017-03-02,7.246,566,"['Drama', 'Romance', 'Fantasy']"
False,"[36, 18, 10751]",en,Full Out,"Based on the true life story of California gymnast Ariana Berlin. As she zoned in on her Olympic goals, 14 year old Ariana Berlin's life took a sharp turn when she was involved in a debilitating car accident. Gaining her confidence and movement back through learning hip hop dance, she unexpectedly found herself called back to the gymnastics world thanks to world renowned UCLA Coach Valorie Kondos Field. With Val's help, Ariana was eventually able to secure a spot on the UCLA gymnastics team and win an NCAA championship, a lifelong goal that she had always dreamed of. This is a wonderfully inspiring story of persistence, confidence, and the heart and courage to make a somewhat impossible comeback in life.",1.5578,2015-09-11,7.246,343,"['History', 'Drama', 'Family']"
False,[18],es,Biutiful,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",1.2532,2010-10-20,7.246,1132,['Drama']
False,"[18, 10749]",fr,Masculin féminin,"Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",1.3533,1966-03-22,7.246,398,"['Drama', 'Romance']"
False,"[35, 18]",en,"Are You There God? It's Me, Margaret.","When her family moves from New York City to New Jersey, an 11-year-old girl navigates new friends, feelings, and the beginning of adolescence.",2.5388,2023-03-29,7.245,426,"['Comedy', 'Drama']"
False,"[18, 10749]",en,"Everything, Everything","A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",2.2854,2017-05-18,7.2,3702,"['Drama', 'Romance']"
False,"[10751, 16, 12, 14]",en,My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",3.0561,2017-10-05,7.245,396,"['Family', 'Animation', 'Adventure', 'Fantasy']"
False,[18],fr,La Vénus à la fourrure,An enigmatic actress may have a hidden agenda when she auditions for a part in a misogynistic writer's play.,1.5356,2013-05-28,7.2,707,['Drama']
False,[18],fr,La Vénus à la fourrure,An enigmatic actress may have a hidden agenda when she auditions for a part in a misogynistic writer's play.,1.5356,2013-05-28,7.2,707,['Drama']
False,"[16, 10751, 14]",en,Barbie in A Mermaid Tale,"Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",2.5031,2010-01-25,7.245,788,"['Animation', 'Family', 'Fantasy']"
False,"[35, 18, 14]",it,Giulietta degli spiriti,"Middle-aged Giulietta grows suspicious of her husband, Giorgio, when his behavior grows increasingly questionable. One night when Giorgio initiates a seance amongst his friends, Giulietta gets in touch with spirits and learns more about herself and her painful past. Slightly skeptical, but intrigued, she visits a mystic who gives her more information -- and nudges her toward the realization that her husband is indeed a philanderer.",1.0482,1965-10-22,7.245,321,"['Comedy', 'Drama', 'Fantasy']"
False,"[28, 878, 12]",en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",8.567,2019-01-31,7.244,9485,"['Action', 'Science Fiction', 'Adventure']"
False,"[35, 18, 9648, 53]",fr,Dans la maison,"A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events.",1.8364,2012-09-26,7.2,867,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
False,"[53, 16, 28, 35, 27, 9648]",ja,劇場版 NARUTO -ナルト- ブラッド・プリズン,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",3.5023,2011-07-30,7.244,675,"['Thriller', 'Animation', 'Action', 'Comedy', 'Horror', 'Mystery']"
False,"[12, 18, 28]",ja,座頭市,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",1.7905,2003-09-06,7.244,889,"['Adventure', 'Drama', 'Action']"
False,"[18, 14, 10749]",en,The Shape of Water,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",4.8493,2017-12-01,7.243,12386,"['Drama', 'Fantasy', 'Romance']"
False,"[10749, 53]",en,Safe Haven,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",2.1389,2013-02-07,7.243,2350,"['Romance', 'Thriller']"
False,"[14, 878, 12]",fr,La Cité des Enfants Perdus,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",2.2577,1995-05-17,7.243,1137,"['Fantasy', 'Science Fiction', 'Adventure']"
False,"[53, 27, 18]",en,Run,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",4.8686,2020-11-20,7.242,2677,"['Thriller', 'Horror', 'Drama']"
False,"[18, 9648]",fr,Le passé,"After four years apart, Ahmad returns to his wife Marie in Paris in order to progress their divorce. During his brief stay, he cannot help noticing the strained relationship between Marie and her daughter Lucie. As he attempts to improve matters between mother and daughter Ahmad unwittingly lifts the lid on a long buried secret...",0.5001,2013-05-17,7.242,567,"['Drama', 'Mystery']"
False,"[18, 10749]",en,The Vow,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",4.7505,2012-02-05,7.242,4122,"['Drama', 'Romance']"
False,"[53, 80, 28]",no,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,1.2903,2011-08-26,7.242,1279,"['Thriller', 'Crime', 'Action']"
False,"[80, 18]",en,The Public Enemy,"Two young Chicago hoodlums, Tom Powers and Matt Doyle, rise up from their poverty-stricken slum life to become petty thieves, bootleggers and cold-blooded killers. But with street notoriety and newfound wealth, the duo feels the heat from the cops and rival gangsters both. Despite his ruthless criminal reputation, Tom tries to remain connected to his family, however, gang warfare and the need for revenge eventually pull him away.",1.8274,1931-04-23,7.242,363,"['Crime', 'Drama']"
False,"[35, 18]",it,Roma,"A virtually plotless, gaudy, impressionistic portrait of Rome through the eyes of one of its most famous citizens.",1.1597,1972-03-16,7.2,335,"['Comedy', 'Drama']"
False,"[28, 53, 80]",en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",1.7691,2011-04-20,7.241,8435,"['Action', 'Thriller', 'Crime']"
False,"[18, 10749]",en,On Golden Pond,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",1.6149,1981-12-04,7.241,482,"['Drama', 'Romance']"
False,"[36, 18]",en,Milk,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",2.6499,2008-11-05,7.241,2268,"['History', 'Drama']"
